country,iso3,week_end_date,total_confirmed_cases,total_suspected_cases,total_deaths,total_suspected_deaths,new_confirmed_cases,new_suspected_cases,new_deaths,new_suspected_deaths
Kenya,KEN,04/08/2024,1,9,0,0,0,7,0,0
Ghana,GHA,04/02/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,28/04/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,02/06/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,07/07/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,14/07/2024,128,NA,4,NA,0,0,0,0
Liberia,LBR,31/07/2022,1,NA,0,NA,1,0,0,0
Liberia,LBR,28/08/2022,3,NA,0,NA,0,0,0,0
Liberia,LBR,20/11/2022,3,NA,0,NA,0,0,0,0
Liberia,LBR,27/11/2022,4,NA,0,NA,1,0,0,0
Liberia,LBR,25/12/2022,6,NA,0,NA,0,0,0,0
Liberia,LBR,16/04/2023,10,NA,0,NA,0,0,0,0
Liberia,LBR,14/05/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,09/07/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,13/08/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,17/09/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,03/12/2023,17,NA,0,NA,2,0,0,0
Liberia,LBR,04/02/2024,19,9,0,0,1,5,0,0
South Africa,ZAF,19/02/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,14/05/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,18/06/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,10/09/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,15/10/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,07/01/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,11/02/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,17/03/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,12/05/2024,6,1,0,0,1,1,0,0
South Africa,ZAF,21/07/2024,27,22,3,3,0,0,0,0
Nigeria,NGA,20/03/2022,10,NA,0,NA,1,0,0,0
Nigeria,NGA,27/03/2022,10,NA,0,NA,0,0,0,0
Nigeria,NGA,25/09/2022,456,NA,7,NA,56,0,0,0
Nigeria,NGA,30/10/2022,604,NA,7,NA,21,0,0,0
Nigeria,NGA,06/11/2022,624,NA,7,NA,20,0,0,0
Nigeria,NGA,18/12/2022,753,NA,7,NA,9,0,0,0
Nigeria,NGA,19/02/2023,806,NA,8,NA,5,0,0,0
Nigeria,NGA,26/03/2023,829,NA,9,NA,7,0,0,0
Nigeria,NGA,14/05/2023,841,NA,9,NA,4,0,0,0
Nigeria,NGA,20/08/2023,846,NA,9,NA,0,0,0,0
Nigeria,NGA,24/12/2023,861,NA,9,NA,1,0,0,0
Nigeria,NGA,31/12/2023,861,NA,9,NA,0,0,0,0
Nigeria,NGA,28/01/2024,863,55,9,0,2,31,0,0
Nigeria,NGA,10/03/2024,871,233,9,0,4,42,0,0
South Africa,ZAF,17/07/2022,2,NA,0,NA,1,0,0,0
South Africa,ZAF,11/09/2022,5,NA,0,NA,0,0,0,0
South Africa,ZAF,16/10/2022,5,NA,0,NA,0,0,0,0
South Africa,ZAF,08/01/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,12/02/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,07/05/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,11/06/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,16/07/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,08/10/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,12/11/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,04/02/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,10/03/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,16/06/2024,17,12,2,2,7,7,0,0
Liberia,LBR,14/08/2022,3,NA,0,NA,1,0,0,0
Liberia,LBR,09/10/2022,3,NA,0,NA,0,0,0,0
Liberia,LBR,13/11/2022,3,NA,0,NA,0,0,0,0
Liberia,LBR,01/01/2023,6,NA,0,NA,0,0,0,0
Liberia,LBR,05/03/2023,9,NA,0,NA,1,0,0,0
Liberia,LBR,30/04/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,28/05/2023,12,NA,0,NA,0,0,0,0
Uganda,UGA,04/08/2024,2,52,0,0,0,8,0,0
Rwanda,RWA,04/08/2024,4,4,0,0,0,0,0,0
Liberia,LBR,02/07/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,24/09/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,29/10/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,26/11/2023,15,NA,0,NA,1,0,0,0
Liberia,LBR,24/12/2023,17,NA,0,NA,0,0,0,0
Nigeria,NGA,07/08/2022,172,NA,4,NA,15,0,1,0
Nigeria,NGA,14/08/2022,220,NA,4,NA,48,0,0,0
Nigeria,NGA,28/08/2022,277,NA,6,NA,36,0,0,0
Nigeria,NGA,04/09/2022,318,NA,7,NA,41,0,1,0
Nigeria,NGA,04/12/2022,720,NA,7,NA,40,0,0,0
Nigeria,NGA,25/12/2022,756,NA,7,NA,3,0,0,0
Nigeria,NGA,29/01/2023,790,NA,8,NA,3,0,0,0
Nigeria,NGA,12/02/2023,801,NA,8,NA,4,0,0,0
Nigeria,NGA,05/03/2023,813,NA,9,NA,2,0,0,0
Nigeria,NGA,19/03/2023,822,NA,9,NA,2,0,0,0
Nigeria,NGA,07/05/2023,837,NA,9,NA,2,0,0,0
Nigeria,NGA,09/07/2023,843,NA,9,NA,0,0,0,0
Nigeria,NGA,30/07/2023,846,NA,9,NA,2,0,0,0
Nigeria,NGA,27/08/2023,846,NA,9,NA,0,0,0,0
Nigeria,NGA,01/10/2023,846,NA,9,NA,0,0,0,0
Nigeria,NGA,11/02/2024,865,86,9,0,2,22,0,0
Nigeria,NGA,21/04/2024,881,409,9,0,0,20,0,0
Nigeria,NGA,19/05/2024,885,500,9,0,0,39,0,0
Nigeria,NGA,09/06/2024,889,584,9,0,1,31,0,0
Nigeria,NGA,30/06/2024,895,630,9,0,3,20,0,0
Nigeria,NGA,04/08/2024,899,732,9,0,0,5,0,0
South Africa,ZAF,21/08/2022,4,NA,0,NA,1,0,0,0
South Africa,ZAF,25/09/2022,5,NA,0,NA,0,0,0,0
South Africa,ZAF,18/12/2022,5,NA,0,NA,0,0,0,0
South Africa,ZAF,22/01/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,16/04/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,21/05/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,13/08/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,17/09/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,22/10/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,14/01/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,18/02/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,09/06/2024,10,5,2,2,2,2,1,1
South Africa,ZAF,14/07/2024,27,22,3,3,2,2,0,0
South Africa,ZAF,07/08/2022,3,NA,0,NA,0,0,0,0
South Africa,ZAF,02/10/2022,5,NA,0,NA,0,0,0,0
South Africa,ZAF,06/11/2022,5,NA,0,NA,0,0,0,0
South Africa,ZAF,29/01/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,05/03/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,09/04/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,02/07/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,06/08/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,29/10/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,03/12/2023,5,NA,0,NA,0,0,0,0
South Africa,ZAF,25/02/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,31/03/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,05/05/2024,5,NA,0,NA,0,0,0,0
South Africa,ZAF,26/05/2024,7,2,1,1,1,1,1,1
South Africa,ZAF,07/07/2024,25,20,3,3,4,4,0,0
Uganda,UGA,07/07/2024,1,18,0,0,1,18,0,0
Benin,BEN,17/07/2022,3,NA,0,NA,0,0,0,0
Cameroon,CMR,18/12/2022,18,NA,3,NA,0,0,0,0
Cameroon,CMR,12/03/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,16/04/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,04/06/2023,32,NA,3,NA,1,0,0,0
Cameroon,CMR,16/07/2023,42,NA,3,NA,1,0,0,0
Cameroon,CMR,23/07/2023,42,NA,3,NA,0,0,0,0
Cameroon,CMR,20/08/2023,43,NA,3,NA,0,0,0,0
Cameroon,CMR,17/09/2023,44,NA,3,NA,0,0,0,0
Cameroon,CMR,15/10/2023,45,NA,3,NA,0,0,0,0
Cameroon,CMR,19/11/2023,45,NA,3,NA,0,0,0,0
Cameroon,CMR,11/02/2024,47,10,4,1,0,1,0,0
Cameroon,CMR,17/03/2024,47,18,4,1,0,2,0,0
Cameroon,CMR,07/04/2024,48,23,4,1,1,2,0,0
Cameroon,CMR,02/06/2024,50,29,5,2,0,0,0,0
Cameroon,CMR,07/07/2024,50,31,5,2,0,1,0,0
Central African Republic,CAF,17/04/2022,19,NA,0,NA,1,0,0,0
Central African Republic,CAF,12/06/2022,19,NA,0,NA,0,0,0,0
Central African Republic,CAF,09/10/2022,25,NA,0,NA,0,0,0,0
Central African Republic,CAF,19/03/2023,43,NA,1,NA,0,0,0,0
Central African Republic,CAF,14/05/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,18/06/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,10/09/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,15/10/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,14/01/2024,47,16,1,0,0,12,0,0
Central African Republic,CAF,19/05/2024,66,110,1,0,0,3,0,0
Central African Republic,CAF,16/06/2024,68,127,1,0,1,3,0,0
Congo,COG,08/05/2022,2,NA,0,NA,0,0,0,0
Congo,COG,12/06/2022,2,NA,0,NA,0,0,0,0
Congo,COG,27/11/2022,5,NA,0,NA,0,0,0,0
Congo,COG,01/01/2023,5,NA,0,NA,0,0,0,0
Congo,COG,05/02/2023,5,NA,0,NA,0,0,0,0
Congo,COG,30/04/2023,5,NA,0,NA,0,0,0,0
Congo,COG,04/06/2023,5,NA,0,NA,0,0,0,0
Congo,COG,17/09/2023,18,NA,0,NA,1,0,0,0
Congo,COG,12/11/2023,25,NA,2,NA,0,0,0,0
Congo,COG,10/12/2023,26,NA,2,NA,0,0,0,0
Congo,COG,28/01/2024,30,9,2,0,2,4,0,0
Congo,COG,14/04/2024,45,77,2,0,0,0,0,0
Congo,COG,19/05/2024,45,135,2,0,0,41,0,0
Democratic Republic of the Congo,COD,22/05/2022,10,NA,0,NA,10,0,0,0
Democratic Republic of the Congo,COD,03/07/2022,100,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,07/08/2022,100,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,18/09/2022,190,NA,0,NA,16,0,0,0
Democratic Republic of the Congo,COD,16/10/2022,235,NA,0,NA,7,0,0,0
Democratic Republic of the Congo,COD,06/11/2022,252,NA,0,NA,1,0,0,0
Democratic Republic of the Congo,COD,05/02/2023,387,NA,0,NA,10,0,0,0
Democratic Republic of the Congo,COD,12/02/2023,387,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,05/03/2023,441,NA,0,NA,21,0,0,0
Democratic Republic of the Congo,COD,09/04/2023,517,NA,0,NA,64,0,0,0
Democratic Republic of the Congo,COD,30/04/2023,558,NA,0,NA,2,0,0,0
Democratic Republic of the Congo,COD,21/05/2023,641,NA,2,NA,9,0,0,0
Democratic Republic of the Congo,COD,09/07/2023,786,NA,2,NA,27,0,0,0
Democratic Republic of the Congo,COD,13/08/2023,860,NA,2,NA,11,0,0,0
Democratic Republic of the Congo,COD,07/07/2024,4368,11727,22,462,255,872,0,27
Democratic Republic of the Congo,COD,21/07/2024,4865,13697,24,512,222,989,2,26
Ghana,GHA,10/04/2022,2,NA,0,NA,0,0,0,0
Ghana,GHA,15/05/2022,2,NA,0,NA,0,0,0,0
Ghana,GHA,19/06/2022,22,NA,0,NA,3,0,0,0
Central African Republic,CAF,11/12/2022,29,NA,0,NA,1,0,0,0
Central African Republic,CAF,01/01/2023,31,NA,0,NA,1,0,0,0
Central African Republic,CAF,29/01/2023,37,NA,0,NA,2,0,0,0
Central African Republic,CAF,19/02/2023,41,NA,1,NA,2,0,0,0
Central African Republic,CAF,16/04/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,21/05/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,13/08/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,17/09/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,22/10/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,24/03/2024,63,79,1,0,2,5,0,0
Central African Republic,CAF,21/04/2024,66,100,1,0,0,8,0,0
Central African Republic,CAF,26/05/2024,66,118,1,0,0,8,0,0
Central African Republic,CAF,14/07/2024,73,140,1,0,1,3,0,0
Congo,COG,01/05/2022,2,NA,0,NA,0,0,0,0
Congo,COG,05/06/2022,2,NA,0,NA,0,0,0,0
Congo,COG,02/10/2022,5,NA,0,NA,0,0,0,0
Congo,COG,25/12/2022,5,NA,0,NA,0,0,0,0
Congo,COG,29/01/2023,5,NA,0,NA,0,0,0,0
Congo,COG,23/04/2023,5,NA,0,NA,0,0,0,0
Congo,COG,28/05/2023,5,NA,0,NA,0,0,0,0
Congo,COG,02/07/2023,5,NA,0,NA,0,0,0,0
Congo,COG,05/11/2023,25,NA,2,NA,0,0,0,0
Congo,COG,03/12/2023,26,NA,2,NA,0,0,0,0
Congo,COG,07/01/2024,26,0,2,0,0,0,0,0
Congo,COG,07/04/2024,45,77,2,0,0,2,0,0
Central African Republic,CAF,15/09/2024,99,308,2,1,5,22,0,0
Cameroon,CMR,15/09/2024,51,60,5,2,0,6,0,0
Benin,BEN,15/09/2024,3,NA,0,NA,0,0,0,0
Gabon,GAB,15/09/2024,2,15,0,0,0,0,0,0
Liberia,LBR,15/09/2024,29,147,0,0,3,34,0,0
Ghana,GHA,15/09/2024,128,NA,4,NA,0,0,0,0
Guinea,GIN,15/09/2024,1,8,0,0,0,0,0,0
Rwanda,RWA,15/09/2024,6,6,0,0,2,2,0,0
Morocco,MAR,15/09/2024,6,0,0,0,1,0,0,0
South Africa,ZAF,15/09/2024,30,25,3,3,0,0,0,0
Uganda,UGA,15/09/2024,29,120,0,0,6,8,0,0
Burundi,BDI,15/09/2024,564,1557,0,0,179,197,0,0
Kenya,KEN,15/09/2024,5,115,0,0,0,0,0,0
Nigeria,NGA,15/09/2024,934,1108,9,0,6,71,0,0
Côte d’Ivoire,CIV,15/09/2024,52,285,1,0,4,63,0,0
Mozambique,MOZ,15/09/2024,1,NA,1,NA,0,0,0,0
Democratic Republic of the Congo,COD,15/09/2024,6674,26780,27,882,197,1978,0,65
Ghana,GHA,12/02/2023,124,NA,4,NA,0,0,0,0
Ghana,GHA,14/05/2023,128,NA,4,NA,1,0,0,0
Ghana,GHA,09/07/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,13/08/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,17/09/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,10/12/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,14/01/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,07/04/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,12/05/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,06/03/2022,2,NA,0,NA,1,0,0,0
Ghana,GHA,13/03/2022,2,NA,0,NA,0,0,0,0
Ghana,GHA,12/06/2022,19,NA,0,NA,11,0,0,0
Ghana,GHA,03/07/2022,29,NA,0,NA,6,0,0,0
Ghana,GHA,14/08/2022,68,NA,1,NA,12,0,0,0
Ghana,GHA,16/10/2022,106,NA,4,NA,1,0,0,0
Ghana,GHA,23/10/2022,106,NA,4,NA,0,0,0,0
Ghana,GHA,13/11/2022,108,NA,4,NA,0,0,0,0
Ghana,GHA,25/12/2022,122,NA,4,NA,5,0,0,0
Ghana,GHA,29/01/2023,124,NA,4,NA,0,0,0,0
Ghana,GHA,05/03/2023,124,NA,4,NA,0,0,0,0
Ghana,GHA,02/04/2023,125,NA,4,NA,0,0,0,0
Ghana,GHA,30/04/2023,126,NA,4,NA,0,0,0,0
Ghana,GHA,21/05/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,25/06/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,30/07/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,22/10/2023,128,NA,4,NA,0,0,0,0
Central African Republic,CAF,23/01/2022,4,NA,0,NA,0,0,0,0
Central African Republic,CAF,30/01/2022,5,NA,0,NA,1,0,0,0
Central African Republic,CAF,10/07/2022,19,NA,0,NA,0,0,0,0
Central African Republic,CAF,02/10/2022,25,NA,0,NA,0,0,0,0
Central African Republic,CAF,06/11/2022,28,NA,0,NA,0,0,0,0
Central African Republic,CAF,22/01/2023,35,NA,0,NA,0,0,0,0
Central African Republic,CAF,12/02/2023,39,NA,1,NA,2,0,1,0
Central African Republic,CAF,07/05/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,11/06/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,16/07/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,08/10/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,12/11/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,31/12/2023,47,NA,1,NA,1,0,0,0
Central African Republic,CAF,07/01/2024,47,4,1,0,0,4,0,0
Central African Republic,CAF,04/02/2024,53,36,1,0,1,9,0,0
Central African Republic,CAF,18/02/2024,57,58,1,0,3,15,0,0
Central African Republic,CAF,12/05/2024,66,107,1,0,0,3,0,0
Central African Republic,CAF,07/07/2024,72,137,1,0,1,1,0,0
Ghana,GHA,04/08/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,26/11/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,18/02/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,24/03/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,16/06/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,21/07/2024,128,NA,4,NA,0,0,0,0
Liberia,LBR,21/08/2022,3,NA,0,NA,0,0,0,0
Liberia,LBR,25/09/2022,3,NA,0,NA,0,0,0,0
Liberia,LBR,18/12/2022,6,NA,0,NA,0,0,0,0
Liberia,LBR,22/01/2023,6,NA,0,NA,0,0,0,0
Liberia,LBR,12/03/2023,9,NA,0,NA,0,0,0,0
Liberia,LBR,19/03/2023,10,NA,0,NA,1,0,0,0
Liberia,LBR,09/04/2023,10,NA,0,NA,0,0,0,0
Liberia,LBR,06/08/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,10/09/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,03/03/2024,20,17,0,0,0,0,0,0
Liberia,LBR,28/04/2024,22,36,0,0,0,0,0,0
Liberia,LBR,02/06/2024,22,36,0,0,0,0,0,0
Liberia,LBR,21/07/2024,22,47,0,0,0,0,0,0
Congo,COG,15/05/2022,2,NA,0,NA,0,0,0,0
Congo,COG,07/08/2022,2,NA,0,NA,0,0,0,0
Congo,COG,14/08/2022,3,NA,0,NA,1,0,0,0
Congo,COG,04/09/2022,3,NA,0,NA,0,0,0,0
Congo,COG,04/12/2022,5,NA,0,NA,0,0,0,0
Congo,COG,08/01/2023,5,NA,0,NA,0,0,0,0
Congo,COG,02/04/2023,5,NA,0,NA,0,0,0,0
Congo,COG,07/05/2023,5,NA,0,NA,0,0,0,0
Congo,COG,30/07/2023,5,NA,0,NA,0,0,0,0
Congo,COG,04/02/2024,30,11,2,0,0,2,0,0
Congo,COG,25/02/2024,37,43,2,0,2,7,0,0
Congo,COG,21/04/2024,45,78,2,0,0,1,0,0
Congo,COG,14/07/2024,45,150,2,0,0,1,0,0
Liberia,LBR,07/08/2022,2,NA,0,NA,1,0,0,0
Liberia,LBR,30/10/2022,3,NA,0,NA,0,0,0,0
Liberia,LBR,29/01/2023,7,NA,0,NA,1,0,0,0
Liberia,LBR,26/03/2023,10,NA,0,NA,0,0,0,0
Liberia,LBR,23/04/2023,12,NA,0,NA,2,0,0,0
Liberia,LBR,18/06/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,23/07/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,15/10/2023,12,NA,0,NA,0,0,0,0
Liberia,LBR,10/12/2023,17,NA,0,NA,0,0,0,0
Nigeria,NGA,31/07/2022,157,NA,3,NA,24,0,0,0
Nigeria,NGA,02/10/2022,481,NA,7,NA,25,0,0,0
Nigeria,NGA,18/06/2023,843,NA,9,NA,0,0,0,0
Nigeria,NGA,15/10/2023,846,NA,9,NA,0,0,0,0
Nigeria,NGA,07/01/2024,861,5,9,0,0,5,0,0
Nigeria,NGA,25/02/2024,867,151,9,0,0,41,0,0
Nigeria,NGA,17/03/2024,873,254,9,0,2,21,0,0
Nigeria,NGA,14/04/2024,881,389,9,0,1,26,0,0
Nigeria,NGA,05/05/2024,885,439,9,0,2,18,0,0
Nigeria,NGA,23/06/2024,892,610,9,0,1,6,0,0
Benin,BEN,24/07/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,28/08/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,02/10/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,25/12/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,29/01/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,23/04/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,28/05/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,20/08/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,24/09/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,29/10/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,21/01/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,25/02/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,19/05/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,23/06/2024,3,NA,0,NA,0,0,0,0
Mozambique,MOZ,30/10/2022,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,04/12/2022,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,26/02/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,02/04/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,25/06/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,30/07/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,22/10/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,26/11/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,31/12/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,24/03/2024,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,28/04/2024,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,21/07/2024,1,NA,1,NA,0,0,0,0
Nigeria,NGA,23/01/2022,3,NA,0,NA,1,0,0,0
Nigeria,NGA,20/02/2022,4,NA,0,NA,1,0,0,0
Nigeria,NGA,10/04/2022,13,NA,1,NA,2,0,1,0
Nigeria,NGA,21/08/2022,241,NA,6,NA,21,0,2,0
Nigeria,NGA,11/06/2023,843,NA,9,NA,1,0,0,0
Nigeria,NGA,06/08/2023,846,NA,9,NA,0,0,0,0
Nigeria,NGA,10/09/2023,846,NA,9,NA,0,0,0,0
Nigeria,NGA,17/12/2023,860,NA,9,NA,1,0,0,0
Nigeria,NGA,21/01/2024,861,24,9,0,0,14,0,0
Nigeria,NGA,28/04/2024,883,421,9,0,2,12,0,0
Nigeria,NGA,26/05/2024,887,513,9,0,2,13,0,0
Nigeria,NGA,14/07/2024,898,698,9,0,0,34,0,0
Democratic Republic of the Congo,COD,19/06/2022,100,NA,0,NA,90,0,0,0
Democratic Republic of the Congo,COD,04/09/2022,174,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,02/10/2022,202,NA,0,NA,2,0,0,0
Democratic Republic of the Congo,COD,19/02/2023,420,NA,0,NA,33,0,0,0
Democratic Republic of the Congo,COD,26/02/2023,420,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,07/05/2023,604,NA,1,NA,46,0,1,0
Democratic Republic of the Congo,COD,11/06/2023,675,NA,2,NA,1,0,0,0
Democratic Republic of the Congo,COD,20/08/2023,868,NA,2,NA,8,0,0,0
Democratic Republic of the Congo,COD,27/08/2023,880,NA,2,NA,12,0,0,0
Democratic Republic of the Congo,COD,17/09/2023,899,NA,2,NA,10,0,0,0
Democratic Republic of the Congo,COD,05/11/2023,1075,NA,2,NA,29,0,0,0
Democratic Republic of the Congo,COD,12/05/2024,2587,6942,10,365,161,584,1,16
Democratic Republic of the Congo,COD,14/07/2024,4643,12708,22,486,275,981,0,24
Democratic Republic of the Congo,COD,28/07/2024,5079,14640,27,540,214,943,3,28
Democratic Republic of the Congo,COD,04/08/2024,5342,15838,27,574,263,1198,0,34
Benin,BEN,21/08/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,25/09/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,18/12/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,22/01/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,26/02/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,21/05/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,25/06/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,17/09/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,22/10/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,14/01/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,18/02/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,24/03/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,16/06/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,21/07/2024,3,NA,0,NA,0,0,0,0
Burundi,BDI,04/08/2024,40,193,0,0,31,173,0,0
Cameroon,CMR,10/04/2022,3,NA,1,NA,0,0,0,0
Cameroon,CMR,08/05/2022,4,NA,1,NA,0,0,0,0
Cameroon,CMR,04/09/2022,8,NA,3,NA,0,0,0,0
Cameroon,CMR,20/11/2022,18,NA,3,NA,0,0,0,0
Cameroon,CMR,12/02/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,19/03/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,23/04/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,21/05/2023,30,NA,3,NA,12,0,0,0
Cameroon,CMR,25/06/2023,41,NA,3,NA,1,0,0,0
Cameroon,CMR,27/08/2023,43,NA,3,NA,0,0,0,0
Cameroon,CMR,24/09/2023,44,NA,3,NA,0,0,0,0
Cameroon,CMR,22/10/2023,45,NA,3,NA,0,0,0,0
Cameroon,CMR,14/01/2024,47,4,4,1,2,4,1,1
Cameroon,CMR,18/02/2024,47,11,4,1,0,1,0,0
Cameroon,CMR,09/06/2024,50,29,5,2,0,0,0,0
Cameroon,CMR,14/07/2024,50,34,5,2,0,3,0,0
Central African Republic,CAF,09/01/2022,1,NA,0,NA,1,0,0,0
Central African Republic,CAF,24/04/2022,19,NA,0,NA,0,0,0,0
Central African Republic,CAF,29/05/2022,19,NA,0,NA,0,0,0,0
